Lipids,OW40_1,OW40_2,OW40_3,OW40_5,OW40_6,OW40_7,OW450_2,OW450_3,OW450_7,OW450_1,OW450_5,OW450_6
PE(P-18:0/16:1(9Z)),8.68069761518273e-4,0.00127140410902285,7.55207022457288e-4,6.89516863369223e-4,6.96579766692133e-4,9.38509506117346e-4,0.00294719670688126,0.00165447437598157,0.00097719514906462711,0.00181007444284409,0.00255530868662269,0.00185052920777028
PE(P-18:0/17:0),5.08778401851818e-4,6.45315945534738e-4,4.95678821523264e-4,6.51393962851065e-4,5.678404698272e-4,6.73700314500561e-4,6.70723399031433e-4,5.031063440987e-4,3.55443984355726e-4,5.96913661190878e-4,8.72205982330767e-4,6.93012743099727e-4
PE(P-18:0/17:1(9Z)),0.00104586458365329,0.00163921533517367,0.0011824936260784,0.00163740631341853,0.00144018157802807,0.00148222886369313,0.00202659023906456,0.0016568007909464,0.00101090557091982,0.00197551931575196,0.0032552586109586,0.00211934818780457
"PE(P-18:0/17:2(9Z,12Z))",5.21305103005712e-5,5.06288516509964e-5,3.64907178687561e-5,3.71425883744255e-5,5.56072164617072e-5,4.99732962268871e-5,1.74065823141912e-4,1.17074860276368e-4,6.96256590846459e-5,1.28939235834538e-4,2.77625159837984e-4,1.61931772674599e-4
PE(P-18:0/18:0),0.0137298732146704,0.0182157451528729,0.0155580153029097,0.0164136546854964,0.0150674295427751,0.0182852471096632,0.014501408189329,0.0122257255889449,0.0102796401931515,0.0121152387966332,0.0133587989927888,0.0143027513941302
PE(P-18:0/18:1(11E)),0.0398423507572871,0.0509506434848938,0.0444973998855682,0.0505210911709518,0.0459222320446651,0.0507322311881201,0.0444924832626287,0.0378465442003627,0.0341840389703533,0.0391669917012939,0.0507598949182601,0.0446093492934401
"PE(P-18:0/18:2(6Z,9Z))",0.0138049738629459,0.0193288355304059,0.0125698943719924,0.0150229242375027,0.0148637763883854,0.0158537523623151,0.0113577179976681,0.00829737809454571,0.00762584774278811,0.0105867785185394,0.0153687799917197,0.011355245837195
"PE(P-18:0/18:2(9E,10E))",0.00874776338169213,0.00863268815342455,0.00606310366765808,0.00674914880669979,0.00734212010131734,0.00703019292153748,0.0123094675109588,0.00720708229813291,0.00921726430045117,0.0117416418830005,0.0128689731122768,0.0112179487159836
PE(P-18:0/19:0),2.06417180493034e-4,2.33613185821872e-4,1.99963828884713e-4,2.88349181526376e-4,2.63140204596587e-4,2.96857310853972e-4,1.6609672940508e-4,1.62325280063295e-4,1.4372189436342e-4,1.58638641789782e-4,1.66353811714347e-4,1.94481205715726e-4
PE(P-18:0/19:1(9Z)),6.74427002091339e-4,7.34192305599082e-4,5.95316614742959e-4,9.87326406736997e-4,7.85361053915074e-4,9.6075156210557e-4,5.63346417811542e-4,5.2611736733379e-4,3.84264452989843e-4,5.58112262288727e-4,6.9531044354094e-4,6.75383980024805e-4
PE(P-18:0/20:1(11Z)),5.7266067274916e-5,6.89655778011897e-5,5.7100441810865e-5,1.19928646984502e-4,6.89401901399589e-5,1.18658455749145e-4,4.64869247226243e-5,5.38202716991943e-5,5.29713027839684e-5,6.53966801390639e-5,5.51245313337373e-5,7.25226389978747e-5
"PE(P-18:0/20:2(5Z,8Z))",5.98321218395204e-4,7.77837301269021e-4,5.8085277824198e-4,8.70888522905702e-4,7.04592845000552e-4,8.89661867967843e-4,4.3149084627268e-4,3.40037110893888e-4,2.6888151008187e-4,3.16923868212094e-4,5.05569240437566e-4,4.69019185214381e-4
"PE(P-18:0/20:3(5Z,8Z,11Z))",0.00198678433771954,0.00424446771831474,0.00279889666820217,0.00428011477037513,0.00389169697619485,0.00425181633316241,0.00191949678118433,0.00139241332090651,9.11928771509999e-4,0.00169541534408324,0.00276567874866899,0.00202257943379515
"PE(P-18:0/20:4(5E,8E,11E,14E))",0.00282352452734593,0.00661762202342538,0.00374299022563223,0.00481074230911788,0.00484826721138085,0.0049656729847961,0.00279937802590221,0.00182208091390048,0.00133817063517942,0.00233103755131621,0.00345732457115852,0.00259193323936504
"PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",0.00618355431133948,0.0103744888289663,0.00605611812335975,0.00766980468133235,0.0079638292689159,0.00759468023302695,0.00766985890208342,0.0043689883765757,0.00390824992065879,0.00544107749040782,0.0100069880049711,0.00639000803592236
PE(P-20:0/15:1(9Z)),3.08110050635769e-4,3.75297236666911e-4,2.69557315769823e-4,2.48572331418125e-4,2.98163559495102e-4,2.96674904137406e-4,5.594945579512e-4,4.6124969449813e-4,3.82499804614702e-4,5.79509448962047e-4,7.70506174681279e-4,5.92156795784496e-4
PE(P-20:0/17:1(9Z)),0.00125705564846396,0.00175435343921786,0.00149439668796788,0.00175325020348565,0.00166707704096673,0.00164456816135818,0.00125229026027169,0.00106279251708006,8.50088599443575e-4,0.00105392260703204,0.00154076943521376,0.00139222841269325
"PE(P-20:0/17:2(9Z,12Z))",6.03685081810329e-4,7.63896773370869e-4,6.09431461129966e-4,6.94988238664884e-4,6.84697106613829e-4,6.83085698169118e-4,4.72341670985957e-4,3.90654489268019e-4,2.96895799305111e-4,4.17273506020267e-4,7.15586396741633e-4,5.39838756742562e-4
PE(P-20:0/18:1(11Z)),1.51521368976161e-4,2.58004899226729e-4,1.5863539710656e-4,2.22953783873019e-4,2.19987201757772e-4,2.30171565218873e-4,9.17117546887945e-5,5.75391420985953e-5,4.04753508588284e-5,5.21203324077513e-5,7.59422789663039e-5,8.16307266495084e-5
"PE(P-20:0/18:2(6Z,9Z))",1.56698217575223e-4,3.52489539982484e-4,2.33374775681299e-4,2.75175192306008e-4,2.74378460920586e-4,2.86214270155997e-4,7.99405165119623e-5,3.1740785055309e-5,3.37097610196103e-5,5.12446916129385e-5,6.9269949255573e-5,5.87743536958924e-5
"PE(P-20:0/18:3(6Z,9Z,12Z))",4.23839488276317e-4,8.77321859650525e-4,5.06286372889875e-4,6.1736904106774e-4,6.87980394265918e-4,6.38971808922266e-4,2.44823114379104e-4,1.94193753085847e-4,1.70315061467944e-4,2.39037304322055e-4,3.18149164516482e-4,2.64083878858453e-4
PE(P-20:0/20:1(13Z)),0.00295585753070455,0.00288480722196431,0.00168564379171575,0.00213305147533609,0.00186354031699943,0.00195780322143515,0.00155070318068416,5.38070172630713e-4,6.07806780280244e-4,0.00118622601881727,0.00129730823278802,0.00130610075298581
"GPGro(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",1.86855970360885e-4,0,0,0,0,6.48592729843323e-6,1.90774501049133e-5,2.73627821389798e-4,0,2.03210812800398e-5,3.10117673109423e-5,0
SM(d15:0/24:1(15Z)),0.00102850619733614,9.82047720178435e-4,0.00108636478679288,0.00103948388939409,0.00107417846994527,0.00103295937968615,0.00107993196063169,7.27594051034165e-4,7.43615139240777e-4,0.00102907031254059,7.51983117154972e-4,9.69336401969072e-4
SM(d15:0/26:1(17Z)),7.94075039015105e-4,7.49249136122622e-4,8.67594051575761e-4,9.18227825671718e-4,8.53457104775692e-4,9.86835263651334e-4,5.05818236283688e-4,2.00368041310747e-4,2.2205997057045e-4,4.7685880748147e-4,3.16319998119769e-4,4.64425683791987e-4
SM(d16:0/26:1(17Z)),2.4175412611476498e-05,1.91418308884754e-5,1.46396833647627e-5,1.38596274256857e-5,1.20574646942704e-5,1.46886042199517e-5,6.32304859438847e-6,5.25280813032037e-7,0,3.53849432727498e-6,2.13688650147225e-6,3.84840415759446e-6
SM(d18:1(4E)/20:0),2.6263510960912e-4,2.08416378995128e-4,2.2511997435541e-4,2.02382280114564e-4,1.99820115941925e-4,2.00641843013469e-4,1.09319710850257e-4,3.75335168303751e-5,5.04491744177931e-5,9.29429093009358e-5,7.08105107259435e-5,9.34625295442802e-5
SM(d18:1(4E)/22:0),1.83711750601086e-4,1.5756148406975e-4,1.49071061172028e-4,1.42490004843559e-4,1.39002724069057e-4,1.56681310838915e-4,6.85426287529693e-5,2.96175398227489e-5,2.74967601009602e-5,5.6958304964731e-5,4.10533420842332e-5,5.61969350021409e-5
SM(d18:1/19:0),9.19223860607072e-6,7.1453665777123e-6,1.0090380842259e-5,1.04364463651661e-5,7.75431596459412e-6,9.86325408699004e-6,5.79905485280973e-6,5.42249934422969e-6,4.5216803497793e-6,7.11764594140649e-6,2.98646151593029e-6,7.30409842277232e-6
SM(d18:1/20:0),6.08152144106742e-5,5.39825646120799e-5,6.05206672651117e-5,1.01643290930386e-4,6.59938571629185e-5,8.85683850980314e-5,4.67430434566283e-5,5.27680000288794e-5,3.92012507046384e-5,5.519811029959e-5,2.5994550642652e-5,4.88490027844168e-5
TG(12:0/18:1/16:1),0,4.48333049938185e-6,0,0,0,1.03093726123752e-6,1.55893658458316e-4,8.99250484616458e-5,4.59749600543587e-5,5.53613822096716e-5,9.28612461170572e-5,8.2206998340043e-5
TG(14:0/16:1/18:1),2.49987605680062e-5,6.41600607886494e-5,3.15374239771513e-5,4.32501850268189e-5,2.53925762844628e-5,3.94181929687553e-5,0.00130247542422277,8.02310266246265e-4,6.31303987692526e-4,7.07456735261376e-4,8.9571210937868e-4,7.48398042196351e-4
TG(14:1(9Z)/14:1(9Z)/19:0)[iso3],0,1.5245732160244e-6,0,0,0,0,1.69223335586873e-4,7.91473832859662e-5,6.51343658678575e-5,8.62208213175762e-5,9.51911506519056e-5,7.19527313878053e-5
TG(14:1(9Z)/14:1(9Z)/19:1(9Z))[iso3],0,4.67390759796601e-6,1.2227364005164e-6,1.57350198933638e-6,0,1.4872982652466e-6,2.07584472698829e-4,1.13165690912269e-4,5.29089294901063e-5,1.03284800035974e-4,1.13373760156416e-4,1.00380368801213e-4
TG(14:1/16:1/16:1),0,1.69006524701245e-6,1.07452170255653e-6,0,0,0,2.84898041471634e-5,1.39193978783945e-5,3.86364246993151e-6,1.83420733312629e-5,1.67360550097764e-5,2.19200370148404e-5
TG(14:1/16:1/18:1),9.50464595755553e-6,3.92055826465127e-5,2.06716582341698e-5,3.07142595915555e-5,9.46131090550899e-6,2.99421824527728e-5,3.69051290489723e-4,1.98489992686093e-4,1.07082387138884e-4,1.67042681685793e-4,1.76582832345458e-4,1.62193277027715e-4
TG(15:0/15:1(9Z)/17:0)[iso6],1.01615965914568e-5,1.60975483053867e-5,1.03072079754754e-5,7.61386149660826e-6,0,5.24308964601737e-6,2.56565499612647e-4,1.23058725332277e-4,1.12719486487054e-4,1.24660676040123e-4,1.68205832946451e-4,1.46367267318258e-4
TG(15:0/18:1/15:0),1.45982683820701e-5,2.29667890605981e-5,8.87997448267911e-6,8.23568266116181e-6,0,1.05761476196767e-5,4.62966725196996e-4,2.37548364214298e-4,2.00607817628711e-4,2.20326885760815e-4,2.63068946413045e-4,1.93608129040689e-4
TG(15:1(9Z)/15:1(9Z)/17:0)[iso3],2.79923715222436e-6,1.65619865519348e-5,7.77201187298604e-6,4.75863129875329e-6,0,7.98334226225918e-6,8.47693718020019e-5,4.7512632738069e-5,3.61398830709838e-5,3.59247704138799e-5,4.90036192267795e-5,3.913204177504e-5
TG(16:0/16:0/17:1),4.02530198936799e-5,6.64582432713903e-5,4.80647411620406e-5,5.13590601642072e-5,1.97164337714608e-5,4.41486592629782e-5,2.56262335617536e-4,1.59309477674221e-4,1.27750331397197e-4,1.08360882442618e-4,1.21940043181791e-4,1.33765135656359e-4
TG(16:0/16:1/17:1),1.9105643115604e-4,3.2136851033646e-4,2.64481893577976e-4,3.26620267040513e-4,3.00636923814704e-4,3.01189263087579e-4,0.00253290173965469,0.00132749363725953,0.00122221574312771,0.00126969586273195,0.00153034682378929,0.00131494645035387
TG(16:0/16:1/18:2),1.84696532052868e-5,4.0135822488325e-5,1.72755801029734e-5,1.72481690932857e-5,3.97821181630565e-6,2.47415734796596e-5,0.00128187931690674,6.76139577322274e-4,5.24849033733345e-4,6.66459907681757e-4,7.2476472492879e-4,6.1473923451643e-4
TG(16:0/17:1/17:1),3.92663559593612e-4,7.09706684213656e-4,4.38488710806352e-4,4.79814137870262e-4,3.01797265195415e-4,4.68951601383522e-4,0.00573361427933875,0.00360235909693914,0.00303913382761732,0.00281177188023363,0.0035761081441981,0.00326627755660077
TG(16:0/17:1/18:1),4.48504266548027e-4,5.91836220019026e-4,3.80869457473327e-4,4.47219797987212e-4,2.84039539811734e-4,4.46000228848814e-4,0.00524602358836678,0.00339154012657621,0.0026503284556938,0.00265619407695295,0.00316005530697034,0.00293507541888956
TG(16:0/17:1/20:5),8.72801845619973e-5,8.17712360078313e-5,6.14568406766857e-5,7.96820175328662e-5,4.87479027475339e-5,9.03145959648616e-5,0.00127603083708067,6.57813024385215e-4,5.74813514730077e-4,5.66869121272205e-4,7.67237536866286e-4,7.57088026892048e-4
TG(16:1/16:1/17:1),1.78330181454924e-5,6.80835561971594e-5,3.68227240039974e-5,5.62385931920323e-5,2.44333936936615e-5,4.79486819465588e-5,8.51053646566564e-4,5.38885741721497e-4,3.85362212756789e-4,4.67020859391304e-4,5.44877998158193e-4,4.48992384922385e-4
TG(16:1/17:0/17:0),4.62866203342655e-5,6.92091112778156e-5,4.40881175792737e-5,3.98395435069529e-5,1.5729962144938e-5,4.60079732129443e-5,4.45675465901251e-4,2.12656494707903e-4,2.03140042857725e-4,1.63073337672659e-4,2.10557261506353e-4,1.59822845550862e-4
TG(16:1/17:1/17:1),6.0464300229685e-5,1.39740892289743e-4,9.25925339226199e-5,1.30086682420688e-4,9.74367902742436e-5,1.08380812733688e-4,7.072963870603e-4,4.96422831279701e-4,3.33732531935259e-4,4.4001261971218e-4,5.5010140139368e-4,4.2028961489272e-4
TG(16:1/17:1/20:5),3.70696016733327e-6,1.01831224323348e-5,4.95052893313669e-6,8.8558528337691e-6,0,1.12543785436385e-5,3.23133531484805e-4,1.73028613920944e-4,1.2617795927589e-4,1.69689002480235e-4,1.99813027359645e-4,1.81768065471075e-4
TG(16:1/17:2/18:1),2.30565899417805e-6,1.17778542113179e-5,7.65052235135989e-6,5.07019142563143e-6,0,2.7019221682706e-6,3.07363447317841e-4,1.4196977681581e-4,8.67095503286195e-5,1.51912512907217e-4,1.65641445244055e-4,1.42089115724538e-4
TG(16:1/18:1/19:0),1.03523796327876e-4,3.12085723086705e-4,1.73639650364007e-4,1.15527695867951e-4,2.5287856056448e-5,1.12387378791432e-4,8.42974478482445e-5,8.518834205345e-5,7.49712543285555e-5,6.64344110753148e-5,4.62743405012388e-5,2.6132203599912e-5
TG(16:1/18:1/22:2),8.16550662368414e-5,6.89908062374112e-5,4.97339918354969e-5,4.15667384366446e-5,0,4.06901159909857e-5,2.53540409641075e-4,8.81550236451091e-5,1.07591442973746e-4,7.76774036025939e-5,7.77803437501777e-5,5.75693214834824e-5
TG(16:1/18:2/18:3),8.06655566780639e-6,1.27274059909618e-5,5.14520551369103e-6,4.84443325988255e-6,0,1.05924215555415e-5,2.85771242851877e-4,1.42076934072241e-4,1.1071982234713e-4,1.31806095876222e-4,1.70095020680135e-4,1.54219911852984e-4
TG(17:0/17:0/18:3),1.39771779880073e-4,2.32831276341366e-4,1.41682044894669e-4,1.81368361055561e-4,7.45496895682316e-5,1.83597811426255e-4,0.00397161058730793,0.00278247395667334,0.00212942099756854,0.0019882832115265,0.00232984477119822,0.00219874804717858
TG(17:0/17:1/17:1),2.82035246538466e-4,5.94098462943885e-4,4.21878839133057e-4,4.12248007790122e-4,2.33195010879652e-4,4.53792525000116e-4,8.44774857434372e-4,5.55785171552619e-4,5.49989302634726e-4,4.32553895782758e-4,5.10888973185748e-4,3.90693671792722e-4
TG(17:0/17:1/17:2),2.64714009981122e-4,5.45903302971646e-4,4.30125543330666e-4,5.17866798917951e-4,3.54496193305218e-4,4.65854490719729e-4,3.89436743611691e-4,2.88167540824207e-4,2.01801854276515e-4,2.20223312825088e-4,2.50437535301297e-4,2.50587017526935e-4
TG(17:0/17:1/18:1),8.8937388404286e-4,0.00150199022843808,0.00103148678941975,9.80728110538133e-4,5.32398488981329e-4,0.00102609038927009,0.00372600460496658,0.00271221847823094,0.00231337731975271,0.00171819087467797,0.00210817727262302,0.00190224213545735
TG(17:0/17:1/18:2),7.05990082988739e-4,0.00157601078899524,0.00112614441950461,0.00131991573754578,7.82719435486169e-4,0.00136905868536538,0.00488391700876124,0.00344681932634868,0.00231115619207693,0.00223227448578106,0.00313085104491661,0.00279645415028319
TG(17:0/18:1/18:1),7.4294611484877e-4,9.32141040174592e-4,6.51346094270226e-4,6.08829006870501e-4,3.03846197562025e-4,6.32295106436263e-4,0.00234817385180444,0.00176569714374922,0.00153397650621604,0.00109129238991462,0.00140496836962118,0.00111507537400349
TG(17:0/18:1/18:2),0.0016315962477778,0.00252935649562103,0.00211822385381485,0.00228575507531368,0.0013425818037613,0.00225424346139988,0.0120321367846174,0.00918968714949793,0.00702468735333567,0.00655348996132668,0.00847942343532803,0.0073956332484777804
TG(17:0/18:2/20:5),1.92065511963234e-4,2.37075426605164e-4,1.89022038501247e-4,2.41505282886374e-4,2.2366332304747e-4,2.51608772983739e-4,0.00174082002703644,9.84082434732917e-4,7.212143249476e-4,8.97571991927081e-4,0.00107170616503251,9.5569490639484e-4
TG(17:0/18:3/20:1),7.86807697287571e-5,8.3196728811422e-5,7.07178633459458e-5,5.76868962546713e-5,1.81373416063194e-5,6.0199736082534e-5,3.4889605036428e-4,2.06103597555956e-4,1.57425060467894e-4,1.2454761811722e-4,1.75600332228818e-4,1.65444538746426e-4
TG(17:0/20:5/20:5),1.87384616020539e-5,1.55055407457971e-5,1.03395165296877e-5,2.12266788887198e-5,1.82078452525172e-5,2.48730055855496e-5,1.0003461912577e-4,4.69556053988776e-5,4.13021324043404e-5,5.07805311594521e-5,5.44332184742106e-5,4.51285912141243e-5
TG(17:1/17:1/17:1),2.28984802970376e-4,4.52986074047294e-4,2.63418584485714e-4,3.39649512073058e-4,1.92848204951729e-4,3.70421178764152e-4,0.00604524536528577,0.00369030034841957,0.00284761808961903,0.00305749364468694,0.00375938023313392,0.00331693795788973
TG(17:1/17:1/20:1),2.63827361945655e-4,8.03172521294481e-4,4.18768651868855e-4,3.59297653081277e-4,1.25008982311867e-4,3.82808305776934e-4,0.00108089688387561,8.94322002455918e-4,7.75133763687102e-4,6.7481351859683e-4,6.64912816495154e-4,4.99146066546059e-4
TG(17:1/17:1/20:5),2.11338239775366e-5,2.36476921787581e-5,1.22867278849552e-5,1.7567047934468e-5,9.47475222835783e-6,1.81104107388139e-5,9.69930915584685e-4,4.40630075209308e-4,3.67946210165976e-4,4.23431432424034e-4,5.31932767217574e-4,4.6040360909176e-4
TG(17:1/17:2/18:1),2.03354927042571e-5,2.60780849661231e-5,1.58619250743843e-5,1.51424219514197e-5,0,1.44463721868243e-5,8.15030574578539e-4,3.88259871971464e-4,3.00292197228209e-4,3.56309280502086e-4,4.08949097372683e-4,3.15874389371911e-4
TG(17:1/18:1/18:1),1.93783633668998e-4,2.32998622416898e-4,1.59160796011527e-4,1.66708504013352e-4,6.94530256968867e-5,1.78132210960234e-4,8.5618604220855e-4,4.39077311006599e-4,3.43855028774772e-4,3.03934665719228e-4,3.69417193619504e-4,3.31969606920571e-4
TG(17:1/19:0/20:5),2.25946049788685e-4,2.08372561509919e-4,1.73400577390025e-4,2.22524744719033e-4,1.38595399861509e-4,2.16254259319841e-4,3.57969650369417e-4,2.44863550786808e-4,2.0574304301266e-4,1.48649543837855e-4,1.85688043324737e-4,1.85333239812202e-4
TG(17:1/20:2/20:4),2.27123775316761e-5,1.92795819691978e-5,1.89652390781257e-5,2.06524470019353e-5,3.74899561236144e-6,1.18340569735858e-5,1.4060650361208e-4,1.02820914608272e-4,6.26581175802534e-5,7.1450389494575e-5,8.29467175595432e-5,7.81409431146628e-5
TG(17:2/18:1/18:1),1.63576138107406e-4,1.94999307112866e-4,1.43522982269015e-4,1.82976531743259e-4,1.18244330030758e-4,1.78139530633729e-4,0.00153026821181727,7.96930572762601e-4,6.20856707664296e-4,6.84929928436824e-4,8.02161377514252e-4,7.70496577630083e-4
TG(17:2/18:2/20:2),2.22554712772367e-4,1.96960694806107e-4,1.67470912186766e-4,2.42205921570785e-4,2.25289022393168e-4,2.46810043706946e-4,0.00106908018703705,4.89560436716503e-4,4.24934845483956e-4,4.29939642930082e-4,5.63121166081956e-4,5.40905774708793e-4
TG(18:0/18:1/18:1),4.65634786130541e-4,8.62838790055755e-4,3.8700400149028e-4,3.20440242264323e-4,8.79714454034207e-5,3.52083471447306e-4,3.23354862759254e-4,3.06708821255045e-4,3.38310831562373e-4,1.94576967984021e-4,1.93170659979906e-4,1.21131054651892e-4
TG(18:0/18:2/18:3),4.1894129209844e-5,3.09405434473208e-5,2.92328039997465e-5,2.53675328358054e-5,1.52966763127098e-5,3.86555536699692e-5,2.69539626660055e-4,8.693678693974e-5,8.96836760943991e-5,1.05085762761608e-4,1.04551330807402e-4,9.7562227242485e-5
TG(18:1/18:1/18:1),0.00235008692635005,0.00248264653465231,0.00208216267681194,0.00221471820896549,0.0013323871472468,0.00234688676743126,0.00935473913863173,0.0069256991625132,0.00561380617810807,0.00482080924520964,0.00614576583214351,0.00524480999805873
TG(18:1/18:1/18:2),0.00116005132993167,9.23596095789873e-4,7.8826144910251e-4,7.8100438589298e-4,5.43634986154775e-4,8.91785040746781e-4,0.00367740360385259,0.00201328076168188,0.00164173108676845,0.00145307437997143,0.00179674448010479,0.001722201846159
TG(18:1/18:1/20:3),1.02274458709293e-4,8.92976347825632e-5,7.48186968401505e-5,7.38565035996781e-5,1.9666167600229e-5,6.28611991492563e-5,1.84355815381559e-4,9.60460623063557e-5,6.694839964014e-5,5.79054048867288e-5,6.25140599146161e-5,5.79919045578033e-5
TG(18:1/18:1/20:5),0.00227107850843911,0.00182793844000092,0.00185347357682571,0.00256545009526821,0.00254146557623306,0.00213660924293777,0.00737504504805648,0.00429531023488614,0.00293763754655945,0.00389727882876692,0.00510942733775921,0.00460866140765822
TG(18:1/18:2/19:0),5.7490781885567e-4,0.00104225414692383,6.03479474622094e-4,5.35893570602516e-4,1.8353837433043e-4,5.6851865848303e-4,0.00202003405586216,0.00178457667326398,0.00153284291950294,0.00130366212266028,0.00140398156548436,9.02143861332831e-4
TG(18:1/18:2/20:5),0.00102402902105853,6.94926276424741e-4,7.24056431337974e-4,8.59993583181529e-4,9.45991663999306e-4,8.86897581663006e-4,0.00307573708782312,0.00128646531211147,0.00102625573207405,0.00140078354784705,0.00181036591838547,0.00181822456889585
TG(18:1/18:3/18:3),1.15931067447464e-5,3.32819214670259e-5,2.43093999908692e-5,2.35781117428288e-5,1.08948527031357e-5,2.686168629926e-5,1.22789921157989e-4,7.28964467360263e-5,5.3392744410214e-5,6.94058615071859e-5,6.38475602994343e-5,7.13792649661082e-5
TG(18:1/20:3/20:5),8.06350416167931e-5,6.31686767620286e-5,6.67080316751258e-5,7.43850738196689e-5,7.04522892930435e-5,7.27554084942994e-5,1.23543762295857e-4,5.42242227487345e-5,4.62829009379951e-5,6.06581834583083e-5,7.3123218724203e-5,5.69609737073034e-5
TG(18:1/20:5/20:5),6.99043793387234e-4,5.70036566017042e-4,4.77151762323057e-4,7.50447303747007e-4,9.42733326225745e-4,7.50281793387479e-4,0.00385241995362622,0.00168900724872869,0.00122317808618964,0.00190044576371374,0.00244519829697037,0.00235081986560151
TG(18:2/18:2/18:2),4.9890271293459e-5,6.54479514108535e-5,4.46651194257475e-5,5.56605287262225e-5,4.58904977686058e-5,5.57899565602619e-5,1.797590816702e-4,9.49726647395627e-5,8.34596976627818e-5,8.30942317966242e-5,1.18925502610917e-4,1.11305382473155e-4
TG(18:3/20:3/20:4),2.37579146657538e-4,1.90751494507299e-4,1.88907639017342e-4,2.4443005850029e-4,2.64714469291849e-4,2.43203736339471e-4,6.112062561443e-4,2.81649839572553e-4,2.40257843157586e-4,2.96298032669529e-4,3.8847915038902e-4,3.54146507002371e-4
TG(18:3/20:4/20:5),1.35110667417465e-5,7.27030517998895e-6,5.59843479201605e-6,1.80852501178904e-6,4.30839592923841e-6,6.46680997485646e-6,2.50215778809711e-4,6.78732332260656e-5,4.96446092933066e-5,1.21540561185571e-4,1.59397373568253e-4,1.47311137281781e-4
TG(20:5/20:5/20:5),2.78434189256775e-5,1.49572912861843e-5,1.85042617711522e-5,2.04590021026949e-5,2.95049202130769e-5,2.68857649740174e-5,5.50932289999941e-4,1.0598645870249e-4,1.05283149687809e-4,2.18547768611505e-4,3.08380958958419e-4,3.13015075092074e-4
